Age,Gender,Living_Status,Credit_Amt>20000,Credit_overdue,Car_two_wheeler,Residence,Credit_default,Stable_Income,Employment_Tenure(Months),Monthly_Income,Alternative_Source,Loan_repayment,Loan_type,Loan_default,Loan_int_rate,Loan_Amt,Collateral_asset,Financial_Counselling,Financial_budgeting,Credit_rating_awareness,Bank_name,Bank_tenure,Loan_services_usage,Interaction_time,Interest_rate_satisfaction,Digital_lending,Digital_leding_frequency,Recommendation_likelihood,loan_processing_delays,Financial_advice,churn_possibility,Reasons_for_churn
41,Female,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,20,46250,Yes,No,Debt Consolidation,Yes,12,1529500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Occasionally,No,Recommendations from friends or family to switch
41,Female,Single,No,No,No,Tier 1 City,No,Yes,22,79000,Yes,Yes,Debt Consolidation,No,7,1561500,No,Yes,I maintain a budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Occassionally,3,Yes,Occasionally,No,Recommendations from friends or family to switch
41,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Rural Area,No,Yes,23,79900,Yes,No,Medical ,No,7,1585500,No,Yes,I maintain a budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Occasionally,No,Recommendations from friends or family to switch
29,Female,Single,No,Yes,No,Rural Area,Yes,No,10,28900,No,Yes,Debt Consolidation,Yes,13,625500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Frequently,4,Yes,Rarely,No,Recommendations from friends or family to switch
30,Female,"Conjugal (Married, Live-in, Co live)",Yes,No,Yes,Tier 2 City,No,Yes,14,23500,No,Yes,Debt Consolidation,Yes,13,681500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Frequently,2,Yes,Occasionally,No,Recommendations from friends or family to switch
37,Female,Single,No,No,No,Tier 1 City,No,Yes,19,67900,No,Yes,Ventures,No,5,1265500,Yes,Yes,I maintain a budget,Yes,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Almost Never,2,Yes,Rarely,No,Recommendations from friends or family to switch
38,Female,Single,No,No,No,Rural Area,No,Yes,22,70000,Yes,Yes,Debt Consolidation,No,6,1321500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Rarely,3,Yes,Rarely,No,Recommendations from friends or family to switch
39,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Rural Area,No,Yes,11,72400,Yes,Yes,Home Loan,No,8,1385500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Rarely,3,Yes,Rarely,No,Recommendations from friends or family to switch
39,Female,Single,No,No,Yes,Tier 1 City,No,Yes,14,74500,Yes,Yes,Ventures,No,4,1441500,No,Yes,I maintain a budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Frequently,2,Yes,Occasionally,No,Recommendations from friends or family to switch
40,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Rural Area,No,Yes,18,76600,Yes,Yes,Debt Consolidation,No,6,1497500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Rarely,2,Yes,Occasionally,No,Recommendations from friends or family to switch
41,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,21,46500,Yes,Yes,Debt Consolidation,Yes,14,1553500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,3,Yes,Occasionally,No,Recommendations from friends or family to switch
32,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,7,37000,No,Yes,Debt Consolidation,Yes,13,785500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,No,Recommendations from friends or family to switch
33,Male,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,Yes,No,17,56750,No,No,Medical ,Yes,15,953500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,3,Yes,Frequently,No,Recommendations from friends or family to switch
34,Male,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,Yes,No,21,44405,No,Yes,Ventures,Yes,12,1009500,Yes,No,I maintain a budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,2,Yes,Frequently,No,Recommendations from friends or family to switch
31,Male,Single,Yes,No,Yes,Tier 2 City,No,Yes,18,26200,No,Yes,Home Loan,Yes,12,753500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Very Frequently,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
31,Female,Single,No,No,No,Tier 1 City,No,Yes,20,27100,Yes,No,Debt Consolidation,Yes,13,777500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
32,Female,Single,No,No,No,Rural Area,No,No,22,28300,No,No,Home Loan,Yes,15,809500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
32,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,23,29200,No,Yes,Debt Consolidation,Yes,15,833500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
32,Female,Single,No,Yes,Yes,Tier 2 City,Yes,Yes,10,36800,No,No,Debt Consolidation,Yes,12,865500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
32,Male,Single,No,Yes,No,Rural Area,Yes,No,12,36700,Yes,Yes,Debt Consolidation,Yes,16,889500,No,No,I don't have a specific budget,Yes,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
33,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,14,36800,No,No,Medical ,Yes,13,921500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
33,Female,Single,No,Yes,Yes,Rural Area,Yes,Yes,15,36700,Yes,Yes,Debt Consolidation,Yes,14,945500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
34,Male,Single,No,No,Yes,Tier 2 City,Yes,Yes,17,36800,No,Yes,Debt Consolidation,Yes,13,977500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
34,Male,Single,No,Yes,Yes,Tier 2 City,Yes,Yes,19,36700,No,Yes,Ventures,Yes,13,1001500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
35,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Tier 1 City,Yes,Yes,21,36700,No,No,Debt Consolidation,Yes,16,1033500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
35,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,22,36800,No,No,Medical ,Yes,12,1057500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Almost Never,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
36,Female,Single,No,Yes,Yes,Tier 1 City,No,Yes,9,62260,No,Yes,Debt Consolidation,Yes,16,1113500,No,Yes,I maintain a budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
36,Male,Single,No,Yes,No,Rural Area,No,Yes,11,36800,No,Yes,Debt Consolidation,No,4,1137500,No,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Rarely,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
36,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,13,36700,No,Yes,Debt Consolidation,Yes,12,1169500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
37,Male,Single,No,Yes,Yes,Rural Area,Yes,Yes,14,44000,Yes,No,Debt Consolidation,Yes,13,1193500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
37,Male,Single,Yes,No,Yes,Tier 1 City,No,Yes,20,68500,Yes,No,Medical ,No,4,1281500,No,Yes,I maintain a budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,No,Occassionally,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
23,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,6,22000,No,Yes,Educational Loan,Yes,13,73500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Female,Single,Yes,Yes,No,Tier 1 City,Yes,No,7,22000,No,Yes,Educational Loan,Yes,12,97500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,9,27000,No,No,Educational Loan,Yes,14,129500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,11,27000,No,Yes,Educational Loan,Yes,13,153500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Male,Single,Yes,Yes,No,Rural Area,Yes,No,13,27000,No,No,Educational Loan,Yes,14,185500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,14,27000,No,No,Educational Loan,Yes,16,209500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,16,27000,No,Yes,Educational Loan,Yes,12,241500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,18,27000,No,Yes,Educational Loan,Yes,12,265500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,20,27000,No,No,Debt Consolidation,Yes,13,297500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,21,27000,No,Yes,Debt Consolidation,Yes,15,321500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,5,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,22,28000,No,No,Home Loan,Yes,13,353500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,No,22,28000,No,No,Home Loan,Yes,13,377500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
27,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,4,28000,No,Yes,Debt Consolidation,Yes,14,409500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
28,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 1 City,Yes,Yes,6,28000,No,No,Medical ,Yes,14,433500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
28,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,8,28000,No,No,Medical ,Yes,14,465500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
28,Male,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,9,28000,No,No,Medical ,Yes,14,489500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
28,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Rural Area,Yes,Yes,11,28000,No,Yes,Debt Consolidation,Yes,13,521500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
29,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,13,28000,No,No,Medical ,Yes,14,545500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,5,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,15,28000,No,Yes,Home Loan,Yes,15,577500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
29,Female,Single,Yes,Yes,No,Rural Area,Yes,No,16,28000,No,No,Debt Consolidation,Yes,16,601500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,18,29000,No,Yes,Debt Consolidation,Yes,15,633500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,No,20,29000,No,Yes,Debt Consolidation,Yes,15,657500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
30,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,22,29000,No,No,Medical ,Yes,16,689500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
30,Male,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,23,29000,No,Yes,Debt Consolidation,Yes,15,713500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Frequently,Yes,Better loan terms and conditions elsewhere
31,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,6,37000,No,No,Medical ,Yes,16,769500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
33,Male,Single,No,No,No,Tier 1 City,No,Yes,15,55500,No,No,Medical ,Yes,15,913500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,5,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
33,Male,Single,No,No,No,Tier 1 City,No,Yes,16,56250,Yes,No,Medical ,Yes,15,937500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,3,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
34,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,No,Yes,20,44275,Yes,Yes,Debt Consolidation,Yes,14,993500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
22,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,4,20750,No,Yes,Debt Consolidation,Yes,15,48000,No,No,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
23,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,6,21500,No,Yes,Debt Consolidation,Yes,14,73500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,8,22500,No,No,Medical ,Yes,13,105500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,9,23250,No,No,Medical ,Yes,14,129500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
25,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,11,24250,No,No,Medical ,Yes,15,161500,No,No,I don't have a specific budget,No,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Male,Single,Yes,Yes,No,Rural Area,Yes,No,13,25000,No,No,Debt Consolidation,Yes,16,185500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Male,Single,Yes,Yes,No,Tier 1 City,Yes,No,15,26000,No,No,Medical ,Yes,12,217500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,16,26750,No,Yes,Home Loan,Yes,13,241500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
26,Female,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,18,27750,No,No,Medical ,Yes,14,273500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,20,28500,No,No,Medical ,Yes,14,297500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,22,29500,No,Yes,Medical ,Yes,12,329500,No,No,I don't have a specific budget,No,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,No,23,30250,No,No,Debt Consolidation,Yes,14,353500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
27,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,4,32500,No,No,Medical ,Yes,12,425500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
28,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,5,33250,No,No,Debt Consolidation,Yes,12,449500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
28,Male,Single,No,Yes,Yes,Rural Area,Yes,Yes,7,34250,Yes,Yes,Debt Consolidation,Yes,14,481500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
28,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,9,35000,No,No,Medical ,Yes,15,505500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,11,36000,No,Yes,Home Loan,Yes,12,537500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Male,Single,No,Yes,Yes,Rural Area,Yes,Yes,12,36750,Yes,No,Debt Consolidation,Yes,15,561500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Female,Single,Yes,Yes,No,Rural Area,Yes,No,14,37750,Yes,No,Debt Consolidation,Yes,16,593500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
29,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,16,38500,Yes,No,Medical ,Yes,15,617500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
29,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 2 City,Yes,Yes,18,39500,No,Yes,Home Loan,Yes,13,649500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
30,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,Yes,Tier 1 City,Yes,Yes,19,40250,No,Yes,Debt Consolidation,Yes,13,673500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
30,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,21,25500,Yes,No,Medical ,Yes,16,705500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,4,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
30,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,23,27750,No,Yes,Debt Consolidation,Yes,13,729500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Better loan terms and conditions elsewhere
31,Female,Single,No,Yes,No,Tier 1 City,Yes,Yes,4,32250,Yes,No,Medical ,Yes,16,777500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
32,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,5,34500,Yes,No,Debt Consolidation,Yes,13,801500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Dissatisfied,Yes,Very Frequently,3,Yes,Occasionally,Yes,Better loan terms and conditions elsewhere
